dep;pro;can;ciu;area;zona;v00;p00;p02;p03;p04;p07;p06;p08;p09;p10;p11;p14;p15;p16;p17;p18;p20;p21;p23m;p23a;p05;i10p;i13p;p06nue;p07nue;p08nue;folio
9;96;2;0;2;0;0;1;1;1;25;96;96;96;1;1;2;44;1;4003;1112;1;88;88;88;88;1;44;11;1;2;2;1154913
9;96;2;0;2;0;0;2;7;1;17;96;96;96;1;1;2;44;1;4003;1112;1;88;88;88;88;1;44;11;1;1;2;1154913
9;96;2;0;2;0;0;3;7;1;24;96;96;96;1;1;2;42;1;4003;1112;1;88;88;88;88;1;44;11;1;1;2;1154913
9;96;2;0;2;0;0;1;1;1;31;88;96;87;1;1;2;64;1;451;9318;2;88;88;88;88;2;45;11;1;1;1;1154914
9;96;2;0;2;0;0;2;2;2;23;87;96;87;1;1;2;31;1;451;9318;2;4;4;7;75;2;45;11;1;1;1;1154914
9;96;2;0;2;0;0;3;3;2;7;87;96;87;1;1;1;11;6;8888;8888;8;88;88;88;88;8;45;11;2;1;1;1154914
9;96;2;0;2;0;0;4;3;1;5;88;96;88;1;2;1;0;9;8888;8888;8;88;88;88;88;8;45;11;1;1;1;1154914
9;96;2;0;2;0;0;5;3;2;3;88;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;45;11;1;1;0;1154914
9;96;2;0;2;0;0;6;3;1;1;88;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;45;11;1;1;0;1154914
9;96;2;0;2;0;0;1;1;1;21;91;96;91;1;1;2;15;1;4003;1112;1;88;88;88;88;2;46;11;2;2;1;1154915
9;96;2;0;2;0;0;2;2;2;18;96;96;96;1;1;2;13;5;8888;8888;8;2;2;6;76;2;46;11;1;1;1;1154915
9;96;2;0;2;0;0;3;3;1;1;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;46;11;1;2;0;1154915
9;96;2;0;2;0;0;4;3;1;0;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;46;11;1;1;0;1154915
9;96;2;0;2;0;0;5;7;1;19;97;96;97;1;1;2;15;1;4003;1112;1;88;88;88;88;1;46;11;1;1;1;1154915
9;96;2;0;2;0;0;6;7;1;11;88;96;97;1;1;2;11;1;4003;1112;3;88;88;88;88;8;46;11;1;1;1;1154915
9;96;2;0;2;0;0;1;1;1;33;74;96;88;1;1;1;55;1;422;9318;2;88;88;88;88;2;47;11;1;1;1;1154916
9;96;2;0;2;0;0;2;2;2;29;97;96;88;1;1;1;64;1;422;9318;2;4;4;10;74;2;47;11;1;1;1;1154916
9;96;2;0;2;0;0;3;3;2;8;88;96;88;1;1;1;12;6;8888;8888;8;88;88;88;88;8;47;11;1;1;1;1154916
9;96;2;0;2;0;0;4;3;1;6;88;96;88;1;2;1;0;9;8888;8888;8;88;88;88;88;8;47;11;1;1;1;1154916
9;96;2;0;2;0;0;5;3;2;1;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;47;11;1;1;0;1154916
9;96;2;0;2;0;0;1;1;1;47;88;96;96;1;1;2;13;1;4101;1112;1;88;88;88;88;3;48;11;1;1;1;1154917
9;96;2;0;2;0;0;2;3;1;20;96;96;96;1;1;2;15;1;4101;1112;1;88;88;88;88;2;48;11;1;1;1;1154917
9;96;2;0;2;0;0;3;4;2;16;96;96;96;1;1;2;13;5;8888;8888;8;0;0;99;0;2;48;11;2;2;1;1154917
9;96;2;0;2;0;0;4;3;1;21;88;96;96;1;1;2;12;1;4101;1112;1;88;88;88;88;1;48;11;1;1;2;1154917
9;96;2;0;2;0;0;5;7;1;16;87;96;88;1;1;2;23;1;4101;1112;1;88;88;88;88;1;48;11;2;1;1;1154917
9;96;2;0;2;0;0;1;1;1;43;90;96;97;1;1;2;11;1;4101;1112;1;88;88;88;88;1;49;11;2;1;1;1154918
9;96;2;0;2;0;0;2;9;1;19;97;96;88;1;1;2;13;1;4003;1112;1;88;88;88;88;1;49;11;1;1;1;1154918
9;96;2;0;2;0;0;1;1;1;42;97;96;96;1;1;2;11;1;4003;1112;1;88;88;88;88;2;50;11;1;1;2;1154919
9;96;2;0;2;0;0;2;2;2;41;88;96;96;1;1;2;12;5;8888;8888;8;13;7;99;99;2;50;11;1;1;1;1154919
9;96;2;0;2;0;0;3;3;1;15;97;96;96;1;1;2;29;1;4003;1112;3;88;88;88;88;1;50;11;1;1;1;1154919
9;96;2;0;2;0;0;4;9;1;28;96;96;96;1;1;2;14;1;4003;1112;1;88;88;88;88;1;50;11;2;2;2;1154919
9;96;2;0;2;0;0;5;9;2;20;88;96;96;1;1;2;13;5;8888;8888;8;0;0;99;0;1;50;11;1;1;1;1154919
9;96;2;0;2;0;0;6;9;2;6;97;96;96;1;2;2;0;9;8888;8888;8;88;88;88;88;8;50;11;1;1;1;1154919
9;96;2;0;2;0;0;1;1;1;45;96;96;96;1;2;2;0;1;4003;1112;4;88;88;88;88;2;2;11;1;1;1;1154921
9;96;2;0;2;0;0;2;2;2;39;96;96;96;1;2;2;0;5;8888;8888;8;9;7;3;70;2;2;11;1;1;1;1154921
9;96;2;0;2;0;0;3;3;1;20;96;96;96;1;1;2;45;1;4003;1112;4;88;88;88;88;1;2;11;2;1;1;1154921
9;96;2;0;2;0;0;4;3;1;16;96;96;96;1;1;2;14;1;4117;1112;3;88;88;88;88;1;2;11;1;1;1;1154921
9;96;2;0;2;0;0;5;3;1;14;96;96;96;1;1;2;14;1;4117;1112;3;88;88;88;88;1;2;11;1;1;1;1154921
9;96;2;0;2;0;0;1;1;1;52;88;96;96;1;2;2;0;1;4101;1112;1;88;88;88;88;2;4;11;1;1;1;1154923
9;96;2;0;2;0;0;2;3;1;18;96;96;96;1;1;2;12;1;4101;1112;1;88;88;88;88;1;4;11;1;2;1;1154923
9;96;2;0;2;0;0;1;1;1;36;96;96;96;1;2;2;0;1;4101;1112;1;88;88;88;88;2;5;11;1;1;1;1154924
9;96;2;0;2;0;0;2;2;2;29;96;96;96;1;2;2;0;5;8888;8888;8;0;0;99;0;2;5;11;1;2;1;1154924
9;96;2;0;2;0;0;3;3;2;10;96;96;96;1;2;2;0;5;8888;8888;8;88;88;88;88;8;5;11;1;1;1;1154924
9;96;2;0;2;0;0;1;1;1;28;96;96;88;1;1;2;44;1;4101;1112;1;88;88;88;88;2;10;11;2;2;1;1154929
9;96;2;0;2;0;0;2;2;2;20;88;96;96;1;1;2;44;5;8888;8888;8;2;2;7;75;2;10;11;2;1;1;1154929
9;96;2;0;2;0;0;3;3;1;3;97;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;10;11;1;1;0;1154929
9;96;2;0;2;0;0;4;3;2;1;88;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;10;11;1;1;0;1154929
9;96;2;0;2;0;0;1;1;2;34;88;96;96;1;1;2;45;1;3011;6203;4;7;7;12;69;2;11;11;1;1;1;1154930
9;96;2;0;2;0;0;2;3;2;6;88;96;96;1;2;2;0;9;8888;8888;8;88;88;88;88;8;11;11;1;1;1;1154930
9;96;2;0;2;0;0;3;9;1;33;89;96;96;1;2;2;0;1;4425;1112;1;88;88;88;88;1;11;11;1;2;1;1154930
9;96;2;0;2;0;0;4;9;1;17;88;96;96;1;2;2;0;1;4425;1112;1;88;88;88;88;1;11;11;2;1;1;1154930
9;96;2;0;2;0;0;1;1;1;27;88;96;96;1;1;2;43;1;4425;1112;1;88;88;88;88;2;1;11;1;1;2;1154931
9;96;2;0;2;0;0;2;2;2;26;88;96;96;1;1;2;43;5;8888;8888;8;5;4;99;99;2;1;11;1;1;2;1154931
9;96;2;0;2;0;0;3;6;2;50;98;96;96;1;2;2;0;5;8888;8888;8;8;4;4;53;3;1;11;2;1;2;1154931
9;96;2;0;2;0;0;4;3;1;6;96;96;96;1;2;2;0;9;8888;8888;8;88;88;88;88;8;1;11;1;1;2;1154931
9;96;2;0;2;0;0;5;3;1;3;96;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;1;11;1;2;0;1154931
9;96;2;0;2;0;0;6;3;1;1;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;1;11;2;1;0;1154931
9;96;2;0;2;0;0;7;3;1;0;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;1;11;1;1;0;1154931
9;96;2;0;2;0;0;1;1;1;49;90;96;96;1;1;2;43;1;4425;1112;1;88;88;88;88;2;2;21;1;1;1;1154932
9;96;2;0;2;0;0;2;2;2;49;96;96;96;1;2;2;0;5;8888;8888;8;11;6;6;75;2;2;21;2;2;2;1154932
9;96;2;0;2;0;0;3;3;1;17;96;96;96;1;1;2;44;1;4117;1112;3;88;88;88;88;1;2;21;1;2;1;1154932
9;96;2;0;2;0;0;4;3;2;14;96;96;96;1;1;1;15;6;8888;8888;8;0;0;99;0;1;2;21;2;1;1;1154932
9;96;2;0;2;0;0;5;3;2;12;96;96;96;1;1;1;14;6;8888;8888;8;0;0;99;0;1;2;21;1;1;1;1154932
9;96;2;0;2;0;0;6;3;1;7;96;96;96;1;2;2;0;9;8888;8888;8;88;88;88;88;8;2;21;1;1;1;1154932
9;96;2;0;2;0;0;7;3;2;6;96;96;96;1;2;2;0;9;8888;8888;8;88;88;88;88;8;2;21;1;1;1;1154932
9;96;2;0;2;0;0;8;3;2;5;96;96;96;1;2;2;0;9;8888;8888;8;88;88;88;88;8;2;21;1;1;2;1154932
9;96;2;0;2;0;0;9;5;1;4;96;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;2;21;1;1;0;1154932
9;96;2;0;2;0;0;1;1;1;49;88;96;96;1;2;2;0;1;4425;1112;1;88;88;88;88;2;2;22;1;1;1;1154933
9;96;2;0;2;0;0;2;2;2;39;96;96;96;1;2;2;0;5;8888;8888;8;12;9;7;75;2;2;22;1;1;2;1154933
9;96;2;0;2;0;0;3;3;2;14;108;96;96;1;1;1;14;6;8888;8888;8;0;0;99;0;1;2;22;1;0;1;1154933
9;96;2;0;2;0;0;4;3;2;12;96;96;96;1;1;1;12;6;8888;8888;8;0;0;99;0;1;2;22;1;1;2;1154933
9;96;2;0;2;0;0;5;3;1;7;96;96;96;1;2;2;0;9;8888;8888;8;88;88;88;88;8;2;22;1;1;1;1154933
9;96;2;0;2;0;0;6;3;2;4;96;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;2;22;1;1;0;1154933
9;96;2;0;2;0;0;7;3;2;1;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;2;22;2;1;0;1154933
9;96;2;0;2;0;0;8;7;1;20;88;96;88;1;1;2;43;1;4425;1112;1;88;88;88;88;2;2;22;1;1;1;1154933
9;96;2;0;2;0;0;9;7;2;27;88;96;88;1;1;2;44;5;8888;8888;8;4;3;12;75;2;2;22;1;1;1;1154933
9;96;2;0;2;0;0;10;7;1;4;88;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;2;22;1;1;0;1154933
9;96;2;0;2;0;0;11;7;2;3;96;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;2;22;1;1;0;1154933
9;96;2;0;2;0;0;1;1;2;28;88;96;95;1;1;2;53;1;451;9318;2;5;5;6;76;2;3;11;1;1;1;1154934
9;96;2;0;2;0;0;2;3;2;5;95;96;95;1;2;2;0;9;8888;8888;8;88;88;88;88;8;3;11;2;1;1;1154934
9;96;2;0;2;0;0;3;3;2;4;95;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;3;11;1;1;0;1154934
9;96;2;0;2;0;0;4;3;1;2;95;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;3;11;2;1;0;1154934
9;96;2;0;2;0;0;5;3;2;0;95;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;3;11;1;1;0;1154934
9;96;2;0;2;0;0;6;9;2;12;109;96;95;1;2;1;0;6;8888;8888;8;0;0;99;0;1;3;11;1;0;1;1154934
9;96;2;0;2;0;0;1;1;1;60;90;96;96;1;1;2;41;1;2886;9105;2;88;88;88;88;2;4;11;1;2;1;1154935
9;96;2;0;2;0;0;2;2;2;49;88;96;96;1;1;2;1;5;8888;8888;8;4;3;99;99;2;4;11;1;1;2;1154935
9;96;2;0;2;0;0;3;3;2;13;96;96;96;1;1;1;21;6;8888;8888;8;0;0;99;0;1;4;11;1;2;2;1154935
9;96;2;0;2;0;0;4;3;2;11;96;96;96;1;1;1;15;6;8888;8888;8;88;88;88;88;8;4;11;1;2;1;1154935
9;96;2;0;2;0;0;5;3;1;6;96;96;96;1;2;2;0;9;8888;8888;8;88;88;88;88;8;4;11;1;1;1;1154935
9;96;2;0;2;0;0;6;7;2;78;89;96;96;7;2;2;0;5;8888;8888;8;7;4;99;99;3;4;11;1;2;1;1154935
9;96;2;0;2;0;0;7;9;2;60;88;96;96;7;2;2;0;5;8888;8888;8;1;1;99;99;3;4;11;1;1;2;1154935
9;96;2;0;2;0;0;8;9;1;62;74;96;96;1;2;2;0;1;4101;1112;1;88;88;88;88;1;4;11;1;1;2;1154935
9;96;2;0;2;0;0;1;1;1;67;98;96;96;1;1;2;1;1;4003;1112;4;88;88;88;88;2;5;11;1;1;1;1154936
9;96;2;0;2;0;0;2;2;2;55;98;96;96;1;2;2;0;5;8888;8888;8;8;4;99;99;2;5;11;1;1;1;1154936
9;96;2;0;2;0;0;3;3;2;23;98;96;96;1;1;2;43;5;8888;8888;8;4;3;99;99;2;5;11;1;1;1;1154936
9;96;2;0;2;0;0;4;5;2;15;98;96;96;1;1;1;14;6;8888;8888;8;0;0;99;0;1;5;11;1;1;1;1154936
9;96;2;0;2;0;0;5;5;2;7;98;96;96;1;1;1;11;6;8888;8888;8;88;88;88;88;8;5;11;1;1;1;1154936
9;96;2;0;2;0;0;6;5;1;4;98;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;5;11;1;1;0;1154936
9;96;2;0;2;0;0;7;5;2;3;96;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;5;11;1;2;0;1154936
9;96;2;0;2;0;0;8;5;2;0;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;5;11;1;1;0;1154936
9;96;2;0;2;0;0;1;1;1;45;21;96;96;9;1;2;42;1;4003;1112;4;88;88;88;88;2;6;11;1;1;1;1154937
9;96;2;0;2;0;0;2;2;2;34;108;96;96;1;1;2;1;5;8888;8888;8;8;6;8;75;2;6;11;1;0;2;1154937
9;96;2;0;2;0;0;3;3;2;14;96;96;96;1;1;2;13;5;8888;8888;8;0;0;99;0;1;6;11;2;1;1;1154937
9;96;2;0;2;0;0;4;3;1;9;96;96;96;1;2;1;0;6;8888;8888;8;88;88;88;88;8;6;11;2;1;2;1154937
9;96;2;0;2;0;0;5;3;2;10;96;96;96;1;1;1;14;6;8888;8888;8;88;88;88;88;8;6;11;1;1;1;1154937
9;96;2;0;2;0;0;6;3;1;5;96;96;96;1;2;2;0;9;8888;8888;8;88;88;88;88;8;6;11;1;1;1;1154937
9;96;2;0;2;0;0;7;3;2;3;96;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;6;11;1;2;0;1154937
9;96;2;0;2;0;0;8;3;1;1;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;6;11;1;2;0;1154937
9;96;2;0;2;0;0;1;1;1;35;88;96;88;1;1;2;1;1;4425;1112;1;88;88;88;88;2;7;11;1;1;1;1154938
9;96;2;0;2;0;0;2;2;2;32;88;96;88;1;2;2;0;5;8888;8888;8;8;8;12;75;2;7;11;2;1;1;1154938
9;96;2;0;2;0;0;3;3;2;13;88;96;88;1;1;1;13;6;8888;8888;8;0;0;99;0;1;7;11;1;1;1;1154938
9;96;2;0;2;0;0;4;3;2;12;88;96;88;1;1;1;12;6;8888;8888;8;0;0;99;0;1;7;11;1;1;1;1154938
9;96;2;0;2;0;0;5;3;1;11;88;96;88;1;2;1;0;6;8888;8888;8;88;88;88;88;8;7;11;1;1;1;1154938
9;96;2;0;2;0;0;6;3;2;10;88;96;88;1;2;1;0;6;8888;8888;8;88;88;88;88;8;7;11;1;1;1;1154938
9;96;2;0;2;0;0;7;3;1;6;88;96;96;1;2;2;0;9;8888;8888;8;88;88;88;88;8;7;11;1;1;1;1154938
9;96;2;0;2;0;0;8;3;1;3;96;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;7;11;1;1;0;1154938
9;96;2;0;2;0;0;9;3;1;0;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;7;11;1;1;0;1154938
9;96;2;0;2;0;0;10;9;1;25;88;88;88;1;1;2;1;1;4425;1112;1;88;88;88;88;1;7;11;1;1;1;1154938
9;96;2;0;2;0;0;11;9;1;20;98;96;98;7;1;2;43;2;4425;1112;1;88;88;88;88;1;7;11;1;1;1;1154938
9;96;2;0;2;0;0;1;1;1;34;96;96;96;1;1;2;43;1;4425;1112;4;88;88;88;88;2;8;11;1;2;1;1154939
9;96;2;0;2;0;0;2;2;2;25;88;96;96;1;1;2;42;5;8888;8888;8;6;4;6;76;2;8;11;1;1;1;1154939
9;96;2;0;2;0;0;3;3;1;9;96;96;96;1;2;1;0;6;8888;8888;8;88;88;88;88;8;8;11;2;1;1;1154939
9;96;2;0;2;0;0;4;3;2;6;96;96;96;1;2;1;0;9;8888;8888;8;88;88;88;88;8;8;11;1;1;1;1154939
9;96;2;0;2;0;0;5;3;1;2;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;8;11;1;1;0;1154939
9;96;2;0;2;0;0;6;3;1;0;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;8;11;2;1;0;1154939
9;96;2;0;2;0;0;7;7;2;10;96;96;96;1;2;1;0;6;8888;8888;8;88;88;88;88;8;8;11;1;1;1;1154939
9;96;2;0;2;0;0;1;1;2;36;88;96;96;1;1;2;44;5;8888;8888;8;13;5;10;71;2;9;11;2;1;1;1154940
9;96;2;0;2;0;0;2;3;2;9;96;96;96;1;2;2;0;5;8888;8888;8;88;88;88;88;8;9;11;1;1;1;1154940
9;96;2;0;2;0;0;3;3;2;8;96;96;96;1;2;2;0;5;8888;8888;8;88;88;88;88;8;9;11;2;1;2;1154940
9;96;2;0;2;0;0;4;3;1;6;96;96;96;1;2;2;0;9;8888;8888;8;88;88;88;88;8;9;11;1;1;1;1154940
9;96;2;0;2;0;0;5;3;2;4;96;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;9;11;1;1;0;1154940
9;96;2;0;2;0;0;6;9;1;22;88;96;96;1;1;2;44;1;4425;1112;1;88;88;88;88;2;9;11;2;1;2;1154940
9;96;2;0;2;0;0;7;9;2;18;98;96;96;1;1;2;43;5;8888;8888;8;1;1;6;76;2;9;11;1;1;1;1154940
9;96;2;0;2;0;0;8;9;2;0;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;9;11;1;1;0;1154940
9;96;2;0;2;0;0;1;1;1;27;25;96;96;6;1;2;43;1;4425;1112;4;88;88;88;88;2;10;11;1;1;1;1154941
9;96;2;0;2;0;0;2;2;2;25;96;96;96;1;1;2;43;5;8888;8888;8;4;3;8;75;2;10;11;2;1;1;1154941
9;96;2;0;2;0;0;3;3;2;6;96;96;96;1;2;1;0;9;8888;8888;8;88;88;88;88;8;10;11;2;1;1;1154941
9;96;2;0;2;0;0;4;3;2;4;96;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;10;11;1;2;0;1154941
9;96;2;0;2;0;0;5;3;2;1;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;10;11;1;1;0;1154941
9;96;2;0;2;0;0;1;1;1;45;96;96;96;1;1;2;43;1;4425;1112;1;88;88;88;88;2;11;11;1;1;2;1154942
9;96;2;0;2;0;0;2;2;2;37;109;96;96;1;1;2;41;5;8888;8888;8;9;7;99;99;2;11;11;1;0;1;1154942
9;96;2;0;2;0;0;3;3;2;14;96;96;96;1;1;1;14;6;8888;8888;8;0;0;99;0;1;11;11;1;2;1;1154942
9;96;2;0;2;0;0;4;3;1;12;96;96;96;1;1;1;12;6;8888;8888;8;88;88;88;88;1;11;11;1;1;1;1154942
9;96;2;0;2;0;0;5;3;1;9;96;96;96;1;2;1;0;6;8888;8888;8;88;88;88;88;8;11;11;2;2;2;1154942
9;96;2;0;2;0;0;6;3;2;7;96;96;96;1;2;2;0;5;8888;8888;8;88;88;88;88;8;11;11;1;2;1;1154942
9;96;2;0;2;0;0;7;3;2;4;96;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;11;11;1;1;0;1154942
9;96;2;0;2;0;0;8;3;1;2;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;11;11;1;1;0;1154942
9;96;2;0;2;0;0;9;7;2;21;97;96;88;1;1;2;44;5;8888;8888;8;1;1;99;99;2;11;11;1;1;1;1154942
9;96;2;0;2;0;0;10;9;1;21;88;96;88;1;1;2;42;1;4425;1112;1;88;88;88;88;2;11;11;1;1;1;1154942
9;96;2;0;2;0;0;11;9;1;1;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;11;11;1;1;0;1154942
9;96;2;0;2;0;0;1;1;1;46;96;96;96;1;2;2;0;1;4425;1112;4;88;88;88;88;2;12;11;1;2;2;1154943
9;96;2;0;2;0;0;2;2;2;45;96;96;96;1;2;2;0;5;8888;8888;8;12;10;10;75;2;12;11;2;1;2;1154943
9;96;2;0;2;0;0;3;3;1;14;96;96;96;1;1;1;13;6;8888;8888;8;88;88;88;88;1;12;11;1;2;2;1154943
9;96;2;0;2;0;0;4;3;2;12;96;96;96;1;2;1;0;6;8888;8888;8;0;0;99;0;1;12;11;1;2;1;1154943
9;96;2;0;2;0;0;5;3;1;9;96;96;96;1;2;1;0;6;8888;8888;8;88;88;88;88;8;12;11;2;2;2;1154943
9;96;2;0;2;0;0;6;3;1;5;96;96;96;1;2;2;0;9;8888;8888;8;88;88;88;88;8;12;11;2;1;1;1154943
9;96;2;0;2;0;0;7;3;2;7;96;96;96;1;2;2;0;5;8888;8888;8;88;88;88;88;8;12;11;1;1;1;1154943
9;96;2;0;2;0;0;8;3;2;3;96;96;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;12;11;1;2;0;1154943
9;96;2;0;2;0;0;9;3;1;0;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;12;11;2;2;0;1154943
9;96;2;0;2;0;0;13;0;1;19;22;96;11;5;1;2;34;1;9974;9105;2;88;88;88;88;1;14;99;1;1;1;1154945
9;96;2;0;2;0;0;1;0;1;32;29;96;29;6;1;2;34;1;9974;9105;2;88;88;88;88;2;14;99;1;1;1;1154945
9;96;2;0;2;0;0;2;0;1;18;88;96;88;1;1;2;46;1;9974;9105;2;88;88;88;88;1;14;99;2;1;1;1154945
9;96;2;0;2;0;0;3;0;1;24;88;96;88;1;1;2;32;1;9974;9105;2;88;88;88;88;1;14;99;1;1;1;1154945
9;96;2;0;2;0;0;4;0;1;18;88;96;88;1;1;2;23;1;9974;9105;2;88;88;88;88;1;14;99;1;1;1;1154945
9;96;2;0;2;0;0;5;0;1;21;88;96;97;1;2;2;0;1;9974;9105;2;88;88;88;88;2;14;99;1;1;1;1154945
9;96;2;0;2;0;0;6;0;1;18;88;96;88;1;1;2;32;1;9974;9105;2;88;88;88;88;1;14;99;1;1;1;1154945
9;96;2;0;2;0;0;7;0;1;17;88;96;88;1;1;2;23;1;9974;9105;2;88;88;88;88;1;14;99;1;1;1;1154945
9;96;2;0;2;0;0;8;0;1;19;98;96;98;1;1;2;42;1;9974;9105;2;88;88;88;88;1;14;99;1;1;1;1154945
9;96;2;0;2;0;0;9;0;1;19;98;96;98;1;2;2;0;1;9974;9105;2;88;88;88;88;1;14;99;2;1;1;1154945
9;96;2;0;2;0;0;10;0;1;19;88;96;98;1;1;2;43;1;9974;9105;2;88;88;88;88;1;14;99;1;1;1;1154945
9;96;2;0;2;0;0;11;0;1;18;88;96;97;1;1;2;21;1;9974;9105;2;88;88;88;88;1;14;99;2;1;1;1154945
9;96;2;0;2;0;0;12;0;1;15;88;96;88;1;1;2;21;1;9974;9105;2;88;88;88;88;1;14;99;1;1;1;1154945
9;96;2;0;2;0;0;1;1;1;46;29;96;96;6;1;2;55;1;3359;9105;2;88;88;88;88;1;15;11;1;1;1;1154946
9;96;2;0;2;0;0;1;1;1;21;11;96;11;9;1;2;56;1;9011;9105;2;88;88;88;88;1;16;11;1;1;1;1154947
9;96;2;0;2;0;0;2;7;1;29;90;98;98;7;1;2;45;1;9011;9105;2;88;88;88;88;1;16;11;1;1;1;1154947
9;96;2;0;2;0;0;1;1;1;55;29;96;96;6;1;2;72;1;3011;6203;4;88;88;88;88;2;17;11;2;1;2;1154948
9;96;2;0;2;0;0;2;3;1;22;11;29;29;1;1;2;73;1;451;9318;2;88;88;88;88;1;17;11;1;1;1;1154948
9;96;2;0;2;0;0;3;9;1;13;98;96;98;1;2;1;0;6;8888;8888;8;88;88;88;88;1;17;11;1;1;1;1154948
9;96;2;0;2;0;0;1;1;1;36;95;96;95;1;1;2;15;1;4425;1112;1;88;88;88;88;2;18;11;1;1;1;1154949
9;96;2;0;2;0;0;2;2;2;23;95;96;95;1;2;2;0;5;8888;8888;8;3;3;11;75;2;18;11;1;1;1;1154949
9;96;2;0;2;0;0;3;3;1;5;95;96;95;1;2;2;0;9;8888;8888;8;88;88;88;88;8;18;11;2;1;1;1154949
9;96;2;0;2;0;0;4;3;1;2;95;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;18;11;1;1;0;1154949
9;96;2;0;2;0;0;5;3;1;0;95;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;18;11;1;1;0;1154949
9;96;2;0;2;0;0;6;7;1;15;95;96;95;1;1;1;13;6;8888;8888;8;88;88;88;88;1;18;11;1;1;1;1154949
9;96;2;0;2;0;0;1;1;1;71;33;96;97;1;1;2;46;1;4055;1112;1;88;88;88;88;2;19;11;1;1;1;1154950
9;96;2;0;2;0;0;2;2;2;61;88;96;97;1;1;2;44;5;8888;8888;8;4;0;99;99;2;19;11;1;1;1;1154950
9;96;2;0;2;0;0;1;1;1;40;88;96;88;1;1;2;53;1;5212;7099;2;88;88;88;88;2;20;1;1;1;1;1154951
9;96;2;0;2;0;0;2;9;1;19;88;96;88;1;1;2;32;1;3011;6203;4;88;88;88;88;2;20;1;1;1;1;1154951
9;96;2;0;2;0;0;3;9;2;15;88;96;88;1;1;2;32;5;8888;8888;8;0;0;99;0;2;20;1;1;1;1;1154951
9;96;2;0;2;0;0;4;9;1;18;88;96;88;1;1;2;15;1;5212;7099;1;88;88;88;88;1;20;1;1;1;1;1154951
9;96;2;0;2;0;0;1;1;1;42;302;96;96;1;1;2;1;1;4101;1112;1;88;88;88;88;2;21;11;1;0;1;1154952
9;96;2;0;2;0;0;2;2;2;48;302;96;96;1;2;2;0;5;8888;8888;8;10;6;8;74;2;21;11;1;0;1;1154952
9;96;2;0;2;0;0;3;3;1;5;96;96;96;1;2;2;0;9;8888;8888;8;88;88;88;88;8;21;11;1;1;1;1154952
9;96;2;0;2;0;0;4;3;1;2;96;96;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;21;11;1;1;0;1154952
9;96;2;0;2;0;0;1;1;1;42;98;96;96;1;1;2;15;3;9999;9999;9;88;88;88;88;1;22;11;1;1;1;1154953
9;96;2;0;2;0;0;1;1;1;38;90;96;96;1;1;2;46;1;1284;9610;5;88;88;88;88;2;23;11;1;1;1;1154954
9;96;2;0;2;0;0;2;2;2;31;88;96;96;1;1;2;54;5;8888;8888;8;0;0;99;0;2;23;11;1;1;1;1154954
9;96;2;0;2;0;0;3;7;2;9;88;96;88;1;1;1;12;6;8888;8888;8;88;88;88;88;8;23;11;1;1;1;1154954
